VOLTAGE(V),10,13,14,15,20,31,46,47,48,50,53,54,55,56,61,63,64,70,73,86,127,135,136
-1.0,-0.0192247513,-0.0196020117,-0.021459434899999998,-0.020394895899999998,-0.018443235399999997,-0.0140785191,-0.015998932599999998,-0.015166132600000002,-0.014849436600000002,-0.0151464965,-0.0124258733,-0.0117111275,-0.0128256535,-0.0118483309,-0.012576433800000002,-0.0120120513,-0.0119934818,-0.0125282174,-0.012332633199999998,-0.012222175,-0.0106901914,-0.0099953569,-0.010630334299999999
-0.98,-0.0183231513,-0.0178646117,-0.0200698349,-0.020438095899999998,-0.0172522354,-0.013500619100000001,-0.0142668326,-0.0137473326,-0.0146767366,-0.014300396500000001,-0.0120522733,-0.010655127499999998,-0.012130753499999999,-0.0112449309,-0.012049933799999999,-0.010784351300000002,-0.0113954818,-0.0109508174,-0.0102231332,-0.012095475,-0.0097945914,-0.009046436900000001,-0.0101096343
-0.96,-0.017749651300000002,-0.0180172117,-0.018208734899999995,-0.0194311959,-0.0172145354,-0.013371319100000001,-0.0126513326,-0.0130658326,-0.0131564366,-0.0130199965,-0.011314173299999999,-0.010250327499999998,-0.0115905535,-0.0106762309,-0.011677933800000002,-0.0108879513,-0.010704681800000001,-0.0118636174,-0.010072633199999998,-0.010923974999999999,-0.009354711399999998,-0.008421656900000001,-0.009933354299999999
-0.94,-0.0164732513,-0.016222811700000003,-0.017420934899999997,-0.018000495899999996,-0.016376835399999998,-0.012584919100000001,-0.012189732600000001,-0.0145301326,-0.011438736599999999,-0.013101296500000002,-0.0111633733,-0.009313697499999999,-0.0106638535,-0.010168230900000002,-0.0110057338,-0.0104981513,-0.0104226818,-0.011039817399999999,-0.009064193199999999,-0.010609374999999999,-0.0089010014,-0.0083136569,-0.0094273043
-0.92,-0.014567451300000001,-0.016423911700000002,-0.0157814349,-0.0171761959,-0.0155785354,-0.0117185191,-0.012388032600000001,-0.0139526326,-0.010987436599999999,-0.012488496500000001,-0.0104886733,-0.0089912375,-0.0100238535,-0.009655000900000002,-0.010250833800000001,-0.0098302413,-0.0096081518,-0.010055217399999998,-0.0079009532,-0.010275375,-0.0075501214,-0.007784126899999999,-0.0088378143
-0.9,-0.0137535513,-0.0152725117,-0.014935834900000002,-0.015611095900000002,-0.014644535399999999,-0.0108483191,-0.0114921326,-0.0130561326,-0.0112291366,-0.011586196500000001,-0.0098792333,-0.0087879875,-0.0097364235,-0.0090602609,-0.0095387738,-0.008495211300000001,-0.0089893318,-0.010159817399999998,-0.008262993199999999,-0.009896994999999999,-0.007369041399999999,-0.007671596899999999,-0.008433224299999998
-0.88,-0.0129916513,-0.014127011699999999,-0.014202734900000001,-0.015091295900000001,-0.0135119354,-0.0106081191,-0.0127552326,-0.0120231326,-0.0109797366,-0.0109810965,-0.009594323299999999,-0.008318187500000001,-0.0092880735,-0.0085338309,-0.009206173800000002,-0.0081770413,-0.008467911800000002,-0.0091514574,-0.008181933199999998,-0.009429335,-0.0067583313999999995,-0.0070167769,-0.0078723443
-0.86,-0.011772351300000001,-0.013153911700000001,-0.0137937349,-0.0135441959,-0.0130056354,-0.0100801191,-0.012338532600000002,-0.0113153326,-0.0102759366,-0.0105928965,-0.0091680333,-0.0079617475,-0.0087276735,-0.008338690900000001,-0.008954763800000001,-0.0077557513000000005,-0.0084844818,-0.0086253874,-0.007609363199999999,-0.008875255,-0.0068125714,-0.0066280369,-0.0073385243
-0.84,-0.012750251300000001,-0.0126693117,-0.012705234900000001,-0.012796595899999999,-0.012034535399999999,-0.0095947991,-0.0103705326,-0.010900632600000001,-0.0096489166,-0.0095735765,-0.008697633299999999,-0.0074841974999999995,-0.007765173499999999,-0.0078145309,-0.0084059238,-0.0075506013,-0.0080252918,-0.0081278074,-0.0070511132,-0.008629205000000001,-0.0062516913999999995,-0.0063885469,-0.0069510943
-0.82,-0.0124168513,-0.0122692117,-0.0120700349,-0.012166895899999999,-0.0113299354,-0.0092060591,-0.0106762326,-0.0107764326,-0.0088707166,-0.0097717065,-0.008300783300000001,-0.0066890675000000005,-0.0071828335,-0.007471920899999999,-0.007963423800000001,-0.006922481300000001,-0.0072550818,-0.0078145274,-0.0066583132,-0.008060575,-0.0057902314,-0.006045576899999999,-0.0065207443
-0.8,-0.0120491513,-0.0114158117,-0.011822434900000001,-0.011316695900000001,-0.0102021354,-0.009048459100000001,-0.0079413626,-0.009831542600000001,-0.0087664166,-0.008918646500000002,-0.0072252733,-0.006340267500000001,-0.0065506735,-0.0072759409,-0.0074616638,-0.0066934813,-0.007246971800000001,-0.0073481774,-0.0064345632,-0.007612104999999999,-0.0054696814,-0.0055606369,-0.006174684299999999
