VOLTAGE(V),2,10,11,13,14,15,19,20,21,24,27,29,30,31,43,44,45,46,47,48,49,50,51,53,54,55,56,57,58,60,61,62,63,64,70,73,74,75,76,86,92,121,125,126,127,128,134,135,136,137,335,523
-1.0,767.7943400567411,827.0588134994498,869.9709040693318,811.1412360803764,740.9328378912721,779.6068230973419,743.477694631098,862.1047042537887,863.0977617644012,974.8516239041566,966.8379449476397,957.2109142368403,995.7612946745567,1129.3801490811632,1068.7265369154684,1086.014744719735,1115.3764087072514,993.8162999699119,1048.3885654540566,1070.7476942256517,1047.4233573155736,1049.7477089833944,1362.7759214122273,1279.588131644639,1357.6831095041878,1239.7029126040245,1341.961170243819,1309.0965281014617,1287.7414232715919,1354.871426152746,1264.269367044257,1419.452270328204,1323.670670637246,1325.7201090679107,1269.1350646581216,1289.2623774783156,1473.1442331892822,1406.5466146400117,1348.2801922969788,1300.9141171681802,1260.1468270774933,1556.7030251791725,1631.1666331508095,1520.5453796535962,1487.3447448284232,1491.4125870232212,1607.0320650602591,1590.7385958374336,1495.719659540717,1491.114840544587,1963.5610976113894,1830.3164289029992
-0.98,778.8150768618043,833.3915793185643,880.1424503774331,854.7826427148148,760.8612664770851,747.1517931374422,745.8677410243357,885.1235591186057,855.9707549883744,1034.859480374268,999.0120023850116,947.2481916360367,1037.2841327262272,1131.0859070159236,1146.4992025448892,1156.5576118888957,1097.680689886185,1070.3398874954207,1110.7871209866562,1040.4465526757497,1074.5595660452334,1067.8277347065168,1313.7870744639026,1267.0107638531565,1433.1466235387616,1258.8138074028134,1357.9772197621955,1311.4380500717402,1369.1338848944908,1406.4820752967066,1267.2567545557806,1372.418778855054,1415.9739028531092,1340.0363642369207,1394.4493312435293,1493.7064499951935,1443.5223838297923,1484.8106142456415,1414.6818277703005,1262.4853509266898,1274.1569604047663,1553.9529198168411,1557.4110282866297,1513.7791697476848,1559.0604422763365,1823.7569084659717,1658.04197524757,1687.9971826255705,1510.4760020844674,1596.5042754463873,1961.8501473202955,2171.6509526702894
-0.96,816.2398386330095,825.562133719213,914.5839732487885,813.302315807279,804.7478356115781,754.1193077056056,763.8253342533365,851.2248317779173,948.6014265260474,1012.7280466807655,1023.3662423731721,876.9390285408782,1041.6681550493947,1095.8858950572799,1154.667026659597,1182.2262155862131,1188.045091950251,1158.252688732569,1121.5083224011305,1113.7848678570006,1105.4771166657815,1125.4565237402333,1314.4383301779274,1295.1401407295048,1429.5582263103306,1264.2571383670336,1372.529325869114,1289.8154414289625,1370.0822753038808,1437.537581188685,1254.7973169705758,1529.6419167047563,1345.8399653201977,1368.8814178484035,1235.157836428542,1454.7774855933408,1485.4796017274357,1458.1433527511442,1447.4962267742512,1341.4018248851726,1353.606828957094,1598.1530429510394,1608.3584977774633,1519.1485343647769,1566.4235243002797,1834.4101067015513,1663.6483174177927,1739.971145108037,1475.175409780763,1709.004934144348,2005.0236697341759,2217.006042381777
-0.94,817.2072794945699,852.8516771913753,942.0691168391372,866.0175720340759,806.4572929435609,780.4918307833956,774.4006790136075,857.8726998746049,997.7859246493382,1012.2241212237749,963.255670386109,915.0596828347508,1015.3985901154253,1116.3552096254637,1183.7997284713658,1152.7690123390867,1241.1343210287455,1152.5470214170246,966.9037707198902,1228.2160601547555,1071.9039813834772,1072.35493830706,1416.4579336622248,1258.5120664199237,1508.4492490764278,1317.4637104682656,1381.6798751098386,1341.628490098705,1375.6233195864415,1415.1825307993367,1276.538235006193,1533.4729185711958,1338.2584798525436,1347.9486632701387,1272.5971355287095,1549.9713752791592,1496.2107345242575,1475.9368879619158,1470.8718637980637,1324.2288070692198,1341.795564563232,1696.0278039023112,1642.122983173957,1527.1353920826239,1578.3886968043846,1827.5543977903324,1693.6395055925316,1689.8989420648334,1490.2711902489455,1650.0093615203537,2034.0279873647748,2243.888765774453
-0.92,831.7851426914295,923.823922445514,939.6254207016049,819.400411170014,852.7589591995849,783.5122560519937,763.9040682857272,863.8655466931766,989.7948041112392,989.7322530149647,981.3754114477758,962.6810170167388,1023.1950938250826,1148.4181478186952,1280.1041481935413,1131.1147220913017,1277.6179809112043,1086.3516778281648,964.531955066315,1224.8316408942924,1111.668754338739,1077.6125052363188,1444.386893087491,1283.075524909333,1496.7639326622173,1342.5734923200946,1393.8641890753217,1384.9391428899453,1405.7716195846476,1437.8746154607786,1312.8453999517583,1488.238558743642,1369.0162417477995,1400.6606348579965,1338.3857816937907,1703.3084058769016,1568.9239791013924,1511.9783616735845,1527.568748913867,1309.709864603482,1392.7640570386075,1777.7979277465627,1669.010905267172,1588.4602595282054,1782.4561072620638,1737.6277804767574,1754.5592954227563,1728.872123089361,1522.7475417762516,1651.3596793011643,2052.691696041365,2269.500867014373
-0.9,880.599097295329,936.4126921895441,905.3668260055576,843.2797599362784,862.2885889023855,824.9901276950071,765.623626392506,879.4406683601587,940.2915864725373,990.1915449774386,1049.2858843307133,992.581327392674,1013.0031328531785,1187.1885295114523,1263.5117468036658,1175.6291555738483,1275.745045656151,1120.6797248406274,986.4329962457647,1146.9270041652182,1184.383866986749,1111.5813545886265,1411.9152977991273,1303.6436744539683,1465.5232497770398,1322.7649762769668,1421.4822445124075,1407.830058045143,1385.9774018854398,1492.3659381397113,1350.1735411736047,1570.2585926576573,1516.0305665381156,1432.6982568381782,1267.6408928373069,1558.636161046339,1573.918728282467,1498.5143485105032,1503.1633658114201,1301.304082703892,1338.9463522486428,1809.208072582748,1734.4462699143164,1644.1211390599938,1747.7171454078145,1711.7466490555732,1779.2052065575879,1678.7899791763048,1527.1738948055736,1632.0271987806093,2071.2605625202104,2127.04375353279
-0.88,939.2201030521475,947.7594276256477,924.9537782651654,871.5898493946886,866.942887175906,815.8981231028677,784.7357496228375,911.2654579446852,941.7166944610262,988.1217635757282,1120.5965273317051,988.3688523305836,1046.7727520554386,1160.7109501626921,1263.5468195644357,1188.8556140835271,1296.8290105331023,965.3261830756425,1024.1058141536262,1121.4258090672233,1193.2193792364797,1121.2869315919406,1441.4708037118496,1283.3588795157657,1480.2455462803646,1325.674263882602,1442.8408699778668,1389.7824550529826,1341.5675829585957,1514.6059325878975,1337.4676893455999,1617.4991991297086,1505.7964792228704,1454.0727738803325,1345.4643847219354,1504.8961778372873,1626.514558726409,1495.6576288753504,1593.8857138936728,1305.8142488309095,1386.1829076371275,1807.9578655320768,1757.476679494733,1643.4142745187987,1821.8934928228,1485.2905097987637,1773.865512579936,1754.7885839152166,1564.0779329227257,1634.2621240730318,2066.9307695631446,2166.514979626723
-0.86,928.6269510400014,998.9202411925986,927.3013467500915,894.0032644433824,852.5348707404839,868.2420194468688,782.646481897698,904.1957304139098,973.8013659820616,1025.7371612503994,1092.937677782072,1030.8909260166545,997.8326767164222,1166.6171682435777,1272.9473647429288,1234.7238667628326,1227.579123263083,953.0825407877109,1039.2659602423,1144.3861963881718,1147.281022201709,1110.1439535447175,1449.8166838077395,1282.6785871294776,1477.017451256775,1347.3968750091306,1410.2501389036977,1346.238816431192,1346.441032727614,1471.1575057557359,1313.2272679263747,1568.5890981481043,1516.2476909232507,1386.017470153569,1363.3752844538901,1545.4170987659,1551.1518875464872,1489.2364609223096,1610.091089310626,1324.991788968317,1374.7569800074175,1802.364056744204,1800.3248216085274,1678.5255654120886,1726.1675965700706,1531.0010248907508,1853.1184099807729,1774.226694483249,1602.452961830487,1688.7269116607667,2018.22894096407,2081.7307926352983
-0.84,884.6448586203542,879.9073630807575,917.0397649960541,885.5287694910846,883.0249962556773,876.7206597498324,791.7414051233525,932.2370683292021,992.4651911480348,1079.877915996867,1059.2932040242993,1039.0733147659803,1030.405789693468,1169.2834715007216,1264.3537276540167,1226.5689432495176,1172.5613103199983,1081.8190764860044,1029.2099928218845,1162.7253571660056,1115.8440407083995,1171.8755263510977,1412.9467220609324,1289.8957237022169,1499.0304571732643,1444.7893533866309,1435.663911700701,1375.4451392439842,1364.5364077971903,1482.7112767819303,1334.658779562099,1595.0401550887032,1485.8472264983718,1397.9603831975305,1380.327983657684,1591.101955362169,1543.1010774366732,1571.5995670475058,1612.945846244354,1300.124403117089,1484.7468315841886,1816.0297667891994,1813.7543034679654,1617.5192847288617,1794.5607487919192,1615.9351639402798,1827.9538392058744,1756.1176548613894,1613.996230780526,1664.5231253944496,2033.583241376208,2105.133390469516
