VOLTAGE(V),2,10,11,13,14,15,19,20,21,24,27,29,30,31,43,44,45,46,47,48,49,50,51,53,54,55,56,57,58,60,61,62,63,64,70,73,74,75,76,86,92,121,125,126,127,128,134,135,136,137,335,523
-1.0,-0.020708670499999998,-0.0192247513,-0.0182764733,-0.0196020117,-0.021459434899999998,-0.020394895899999998,-0.0213859812,-0.018443235399999997,-0.0184220151,-0.016310174400000002,-0.016445361999999998,-0.0166107592,-0.0159676823,-0.0140785191,-0.0148775196,-0.0146406852,-0.0142552773,-0.015998932599999998,-0.015166132600000002,-0.014849436600000002,-0.0151801083,-0.0151464965,-0.011667361999999999,-0.0124258733,-0.0117111275,-0.0128256535,-0.0118483309,-0.0121457812,-0.0123471993,-0.0117354309,-0.012576433800000002,-0.0112015038,-0.0120120513,-0.0119934818,-0.0125282174,-0.012332633199999998,-0.0107932405,-0.0113042823,-0.011792801,-0.012222175,-0.0126175773,-0.0102138942,-0.0097476246,-0.010456774399999999,-0.0106901914,-0.0106610338,-0.0098940154,-0.0099953569,-0.010630334299999999,-0.0106631626,-0.008097532599999999,-0.0086870225
-0.98,-0.0196071705,-0.0183231513,-0.017349873300000002,-0.0178646117,-0.0200698349,-0.020438095899999998,-0.020473281200000002,-0.0172522354,-0.0178398151,-0.0147559744,-0.015285461999999998,-0.0161207592,-0.014721482299999998,-0.013500619100000001,-0.0133191196,-0.013203285200000001,-0.0139114773,-0.0142668326,-0.0137473326,-0.0146767366,-0.0142108083,-0.014300396500000001,-0.011623162,-0.0120522733,-0.010655127499999998,-0.012130753499999999,-0.0112449309,-0.011643981199999999,-0.011153299299999999,-0.010857130900000001,-0.012049933799999999,-0.0111266038,-0.010784351300000002,-0.0113954818,-0.0109508174,-0.0102231332,-0.0105785405,-0.010284382299999999,-0.010794200999999998,-0.012095475,-0.0119846773,-0.0098267842,-0.0098049646,-0.0100875744,-0.0097945914,-0.0083730238,-0.0092098754,-0.009046436900000001,-0.0101096343,-0.0095648726,-0.0077836526,-0.007031682500000001
-0.96,-0.017952370500000002,-0.017749651300000002,-0.0160219733,-0.0180172117,-0.018208734899999995,-0.0194311959,-0.019184281200000004,-0.0172145354,-0.0154474151,-0.014469274399999999,-0.014318862,-0.0167097592,-0.0140672823,-0.013371319100000001,-0.0126906196,-0.0123947852,-0.0123340773,-0.0126513326,-0.0130658326,-0.0131564366,-0.013255308300000001,-0.0130199965,-0.011148061999999999,-0.011314173299999999,-0.010250327499999998,-0.0115905535,-0.0106762309,-0.0113608812,-0.010695299299999999,-0.010193430900000001,-0.011677933800000002,-0.0095796538,-0.0108879513,-0.010704681800000001,-0.0118636174,-0.010072633199999998,-0.0098644505,-0.0100493823,-0.010123301,-0.010923974999999999,-0.010825477299999999,-0.0091689842,-0.0091108046,-0.0096458244,-0.009354711399999998,-0.007988093800000002,-0.008808015399999999,-0.008421656900000001,-0.009933354299999999,-0.008574252599999999,-0.0073083626,-0.0066095625
-0.94,-0.017191770500000002,-0.0164732513,-0.0149131733,-0.016222811700000003,-0.017420934899999997,-0.018000495899999996,-0.0181420812,-0.016376835399999998,-0.014080415099999999,-0.0138795744,-0.014585161999999999,-0.0153533592,-0.0138361823,-0.012584919100000001,-0.0118679196,-0.012187385200000001,-0.011319677299999999,-0.012189732600000001,-0.0145301326,-0.011438736599999999,-0.0131068083,-0.013101296500000002,-0.009918572,-0.0111633733,-0.009313697499999999,-0.0106638535,-0.010168230900000002,-0.010471781199999999,-0.0102129993,-0.0099275109,-0.0110057338,-0.0091617138,-0.0104981513,-0.0104226818,-0.011039817399999999,-0.009064193199999999,-0.0093898805,-0.009518862299999998,-0.009551641,-0.010609374999999999,-0.0104704773,-0.0082836142,-0.008555534599999998,-0.0091997344,-0.0089010014,-0.007687453800000001,-0.0082952954,-0.0083136569,-0.0094273043,-0.008514642599999999,-0.006907102599999999,-0.0062611125
-0.92,-0.016179370499999998,-0.014567451300000001,-0.014322473300000001,-0.016423911700000002,-0.0157814349,-0.0171761959,-0.017617081200000002,-0.0155785354,-0.0135965151,-0.013597374399999999,-0.013713162,-0.013979459199999999,-0.0131526823,-0.0117185191,-0.0105130196,-0.011897785199999998,-0.0105334773,-0.012388032600000001,-0.0139526326,-0.010987436599999999,-0.0121059083,-0.012488496500000001,-0.009317282,-0.0104886733,-0.0089912375,-0.0100238535,-0.009655000900000002,-0.009717221199999999,-0.009573219299999998,-0.009359480900000001,-0.010250833800000001,-0.0090427438,-0.0098302413,-0.0096081518,-0.010055217399999998,-0.0079009532,-0.0085777005,-0.008900762299999998,-0.008809920999999998,-0.010275375,-0.009662627299999999,-0.007569904200000001,-0.0080633146,-0.008472204399999999,-0.0075501214,-0.0077449038,-0.0076701654,-0.007784126899999999,-0.0088378143,-0.008149502599999999,-0.006556152599999999,-0.005929832499999999
-0.9,-0.0146252705,-0.0137535513,-0.0142251733,-0.0152725117,-0.014935834900000002,-0.015611095900000002,-0.0168215812,-0.014644535399999999,-0.013696815099999999,-0.0130065744,-0.012274061999999999,-0.0129752592,-0.0127136823,-0.0108483191,-0.0101930196,-0.0109549852,-0.0100952773,-0.0114921326,-0.0130561326,-0.0112291366,-0.0108740083,-0.011586196500000001,-0.009121652,-0.0098792333,-0.0087879875,-0.0097364235,-0.0090602609,-0.0091481212,-0.009292359299999999,-0.0086299209,-0.0095387738,-0.008201833799999999,-0.008495211300000001,-0.0089893318,-0.010159817399999998,-0.008262993199999999,-0.008182760499999999,-0.0085945123,-0.008567930999999999,-0.009896994999999999,-0.0096187573,-0.0071185842,-0.0074254246,-0.007833364399999999,-0.007369041399999999,-0.0075238938,-0.0072386254,-0.007671596899999999,-0.008433224299999998,-0.0078914126,-0.0062179526,-0.0060548825
-0.88,-0.0131097705,-0.0129916513,-0.0133119733,-0.014127011699999999,-0.014202734900000001,-0.015091295900000001,-0.0156905812,-0.0135119354,-0.013075015099999998,-0.0124609744,-0.010987862,-0.012457859200000001,-0.0117627823,-0.0106081191,-0.0097447596,-0.0103569852,-0.0094946673,-0.0127552326,-0.0120231326,-0.0109797366,-0.0103191083,-0.0109810965,-0.008541941999999999,-0.009594323299999999,-0.008318187500000001,-0.0092880735,-0.0085338309,-0.008859631199999999,-0.0091780393,-0.008129480900000001,-0.009206173800000002,-0.007612343800000001,-0.0081770413,-0.008467911800000002,-0.0091514574,-0.008181933199999998,-0.007570150499999999,-0.0082324723,-0.007725121,-0.009429335,-0.0088826373,-0.0068104242,-0.0070060446,-0.0074923044,-0.0067583313999999995,-0.0082899338,-0.0069413154,-0.0070167769,-0.0078723443,-0.007534262599999999,-0.0059571226,-0.0056833025
-0.86,-0.0126634705,-0.011772351300000001,-0.0126815733,-0.013153911700000001,-0.0137937349,-0.0135441959,-0.015025481200000001,-0.0130056354,-0.012076015099999999,-0.0114645744,-0.010759662,-0.0114072592,-0.0117851823,-0.0100801191,-0.0092381196,-0.0095241052,-0.009579537300000001,-0.012338532600000002,-0.0113153326,-0.0102759366,-0.0102500083,-0.0105928965,-0.008111122,-0.0091680333,-0.0079617475,-0.0087276735,-0.008338690900000001,-0.0087351812,-0.008733869299999999,-0.0079934609,-0.008954763800000001,-0.007496953799999999,-0.0077557513000000005,-0.0084844818,-0.0086253874,-0.007609363199999999,-0.007581230500000001,-0.007896422299999999,-0.007303711,-0.008875255,-0.0085539773,-0.0065245642,-0.006531954600000001,-0.0070059344,-0.0068125714,-0.007681013800000001,-0.0063458654,-0.0066280369,-0.0073385243,-0.0069636125999999994,-0.0058267126,-0.0056489725
-0.84,-0.012681970499999999,-0.012750251300000001,-0.0122339733,-0.0126693117,-0.012705234900000001,-0.012796595899999999,-0.0141700812,-0.012034535399999999,-0.011304215099999999,-0.0103891744,-0.010591062,-0.0107971592,-0.0108879823,-0.0095947991,-0.0088733396,-0.009146685199999999,-0.0095679773,-0.0103705326,-0.010900632600000001,-0.0096489166,-0.010054308300000002,-0.0095735765,-0.007940172,-0.008697633299999999,-0.0074841974999999995,-0.007765173499999999,-0.0078145309,-0.0081566612,-0.0082218693,-0.007566570900000001,-0.0084059238,-0.0070337038,-0.0075506013,-0.0080252918,-0.0081278074,-0.0070511132,-0.007270450500000001,-0.0071386123000000004,-0.006955621,-0.008629205000000001,-0.0075561973,-0.0061777842,-0.0061855346000000005,-0.0069359543999999995,-0.0062516913999999995,-0.0069427538,-0.0061374854,-0.0063885469,-0.0069510943,-0.0067400926,-0.0055168826,-0.0053293724999999995
