START TIME:2022-08-22 22:17:10
REPEAT,TIME(sec),VOLTAGE(V),CURRENT(A)
2,2.899769e+00, -3.40000e-01, -2.69949e-09
2,2.919817e+00, -3.20000e-01, -2.31421e-09
2,2.939866e+00, -3.00000e-01, -2.16162e-09
2,2.959915e+00, -2.80000e-01, -2.02668e-09
2,2.979963e+00, -2.60000e-01, -1.82199e-09
2,3.000012e+00, -2.40000e-01, -1.61207e-09
2,3.020060e+00, -2.20000e-01, -1.49262e-09
2,3.040616e+00, -2.00000e-01, -1.44482e-09
2,3.060664e+00, -1.80000e-01, -1.32465e-09
2,3.080713e+00, -1.60000e-01, -1.11949e-09
2,3.100761e+00, -1.40000e-01, -1.04487e-09
2,3.120809e+00, -1.20000e-01, -8.59976e-10
2,3.140858e+00, -1.00000e-01, -6.90579e-10
2,3.160906e+00, -8.00000e-02, -5.51701e-10
2,3.180957e+00, -6.00000e-02, -4.26650e-10
2,3.201007e+00, -4.00000e-02, -2.87294e-10
2,3.221047e+00, -2.00000e-02, -1.67966e-10
2,3.241207e+00, 0.00000e+00, -7.09295e-11
2,3.261257e+00, 2.00000e-02, 7.72476e-11
2,3.281307e+00, 4.00000e-02, 1.91212e-10
2,3.301357e+00, 6.00000e-02, 3.25799e-10
2,3.321397e+00, 8.00000e-02, 4.54783e-10
2,3.341447e+00, 1.00000e-01, 5.95212e-10
2,3.361497e+00, 1.20000e-01, 7.11441e-10
2,3.381547e+00, 1.40000e-01, 8.43406e-10
2,3.401597e+00, 1.60000e-01, 1.05393e-09
2,3.421647e+00, 1.80000e-01, 1.25504e-09
2,3.441687e+00, 2.00000e-01, 1.46985e-09
2,3.462247e+00, 2.20000e-01, 1.57011e-09
2,3.482297e+00, 2.40000e-01, 1.70398e-09
2,3.502347e+00, 2.60000e-01, 2.01213e-09
2,3.522387e+00, 2.80000e-01, 2.23327e-09
2,3.542437e+00, 3.00000e-01, 2.44510e-09
2,3.562487e+00, 3.20000e-01, 2.76399e-09
2,3.582537e+00, 3.40000e-01, 2.99597e-09
2,3.602587e+00, 3.60000e-01, 3.01898e-09
2,3.622637e+00, 3.80000e-01, 3.28553e-09
2,3.642677e+00, 4.00000e-01, 3.48401e-09
2,3.662727e+00, 4.20000e-01, 3.93665e-09
2,3.682777e+00, 4.40000e-01, 4.31383e-09
2,3.702827e+00, 4.60000e-01, 4.48930e-09
2,3.722877e+00, 4.80000e-01, 4.98259e-09
2,3.742927e+00, 5.00000e-01, 5.27680e-09
2,3.762967e+00, 5.20000e-01, 5.64313e-09
2,3.783017e+00, 5.40000e-01, 5.99635e-09
2,3.803067e+00, 5.60000e-01, 6.49762e-09
2,3.823117e+00, 5.80000e-01, 6.61135e-09
2,3.843167e+00, 6.00000e-01, 7.30419e-09
2,3.863217e+00, 6.20000e-01, 8.13174e-09
2,3.883257e+00, 6.40000e-01, 8.56686e-09
2,3.903307e+00, 6.60000e-01, 9.37784e-09
2,3.923357e+00, 6.80000e-01, 9.63104e-09
2,3.943407e+00, 7.00000e-01, 1.03972e-08
2,3.963457e+00, 7.20000e-01, 1.11495e-08
2,3.983507e+00, 7.40000e-01, 1.15300e-08
2,4.003557e+00, 7.60000e-01, 1.25948e-08
2,4.023597e+00, 7.80000e-01, 1.40266e-08
2,4.043647e+00, 8.00000e-01, 1.53319e-08
2,4.063697e+00, 8.20000e-01, 1.61283e-08
2,4.083747e+00, 8.40000e-01, 1.77485e-08
2,4.103797e+00, 8.60000e-01, 1.93367e-08
2,4.123837e+00, 8.80000e-01, 1.95677e-08
2,4.143887e+00, 9.00000e-01, 2.04949e-08
2,4.163937e+00, 9.20000e-01, 2.19622e-08
2,4.183987e+00, 9.40000e-01, 2.32172e-08
2,4.204037e+00, 9.60000e-01, 2.50505e-08
2,4.224087e+00, 9.80000e-01, 2.67693e-08
2,4.244137e+00, 1.00000e+00, 2.83965e-08
3,4.433668e+00, -1.06000e+00, -2.21676e-08
3,4.453717e+00, -1.04000e+00, -2.04282e-08
3,4.473766e+00, -1.02000e+00, -1.97247e-08
3,4.493814e+00, -1.00000e+00, -1.87395e-08
3,4.513862e+00, -9.80000e-01, -1.68456e-08
3,4.533911e+00, -9.60000e-01, -1.64092e-08
3,4.553959e+00, -9.40000e-01, -1.63009e-08
3,4.574008e+00, -9.20000e-01, -1.67546e-08
3,4.594057e+00, -9.00000e-01, -1.66693e-08
3,4.614106e+00, -8.80000e-01, -1.54301e-08
3,4.634154e+00, -8.60000e-01, -1.43433e-08
3,4.654204e+00, -8.40000e-01, -1.33607e-08
3,4.674252e+00, -8.20000e-01, -1.26486e-08
3,4.694300e+00, -8.00000e-01, -1.17924e-08
3,4.714348e+00, -7.80000e-01, -1.07968e-08
3,4.734398e+00, -7.60000e-01, -1.03900e-08
3,4.754446e+00, -7.40000e-01, -9.82428e-09
3,4.774494e+00, -7.20000e-01, -9.44972e-09
3,4.794547e+00, -7.00000e-01, -9.03392e-09
3,4.814595e+00, -6.80000e-01, -8.52823e-09
3,4.834644e+00, -6.60000e-01, -8.02255e-09
3,4.854692e+00, -6.40000e-01, -7.53701e-09
3,4.874741e+00, -6.20000e-01, -7.46369e-09
3,4.894789e+00, -6.00000e-01, -6.67918e-09
3,4.914837e+00, -5.80000e-01, -6.14607e-09
3,4.934886e+00, -5.60000e-01, -5.78892e-09
3,4.954934e+00, -5.40000e-01, -5.26750e-09
3,4.974982e+00, -5.20000e-01, -4.87924e-09
3,4.995031e+00, -5.00000e-01, -4.78685e-09
3,5.015079e+00, -4.80000e-01, -4.50718e-09
3,5.035127e+00, -4.60000e-01, -4.32158e-09
3,5.055176e+00, -4.40000e-01, -3.79884e-09
3,5.075224e+00, -4.20000e-01, -3.52454e-09
3,5.095272e+00, -4.00000e-01, -3.11840e-09
3,5.115320e+00, -3.80000e-01, -2.88236e-09
3,5.135369e+00, -3.60000e-01, -2.54738e-09
3,5.155421e+00, -3.40000e-01, -2.35009e-09
3,5.175470e+00, -3.20000e-01, -2.40970e-09
3,5.195518e+00, -3.00000e-01, -2.37024e-09
3,5.215567e+00, -2.80000e-01, -2.13742e-09
3,5.235615e+00, -2.60000e-01, -1.87623e-09
3,5.255664e+00, -2.40000e-01, -1.71518e-09
3,5.275712e+00, -2.20000e-01, -1.52647e-09
3,5.296269e+00, -2.00000e-01, -1.39487e-09
3,5.316316e+00, -1.80000e-01, -1.12057e-09
3,5.336365e+00, -1.60000e-01, -1.02222e-09
3,5.356414e+00, -1.40000e-01, -8.30650e-10
3,5.376462e+00, -1.20000e-01, -6.79612e-10
3,5.396510e+00, -1.00000e-01, -6.17504e-10
3,5.416559e+00, -8.00000e-02, -4.95195e-10
3,5.436608e+00, -6.00000e-02, -3.69310e-10
3,5.456658e+00, -4.00000e-02, -2.51412e-10
3,5.476708e+00, -2.00000e-02, -1.47343e-10
3,5.496859e+00, 0.00000e+00, -6.60419e-11
3,5.516908e+00, 2.00000e-02, 7.65324e-11
3,5.536958e+00, 4.00000e-02, 1.85013e-10
3,5.557008e+00, 6.00000e-02, 2.86102e-10
3,5.577058e+00, 8.00000e-02, 4.13895e-10
3,5.597108e+00, 1.00000e-01, 5.20229e-10
3,5.617148e+00, 1.20000e-01, 6.30736e-10
3,5.637198e+00, 1.40000e-01, 7.48277e-10
3,5.657248e+00, 1.60000e-01, 8.69036e-10
3,5.677298e+00, 1.80000e-01, 1.07098e-09
3,5.697348e+00, 2.00000e-01, 1.20997e-09
3,5.717898e+00, 2.20000e-01, 1.31500e-09
3,5.737948e+00, 2.40000e-01, 1.48046e-09
3,5.757998e+00, 2.60000e-01, 1.61839e-09
3,5.778048e+00, 2.80000e-01, 1.75488e-09
3,5.798099e+00, 3.00000e-01, 2.01261e-09
3,5.818138e+00, 3.20000e-01, 2.33543e-09
3,5.838188e+00, 3.40000e-01, 2.61712e-09
3,5.858238e+00, 3.60000e-01, 2.90191e-09
3,5.878289e+00, 3.80000e-01, 3.06368e-09
3,5.898338e+00, 4.00000e-01, 3.37458e-09
3,5.918388e+00, 4.20000e-01, 3.58713e-09
3,5.938428e+00, 4.40000e-01, 3.89552e-09
3,5.958479e+00, 4.60000e-01, 4.15587e-09
3,5.978528e+00, 4.80000e-01, 4.46045e-09
3,5.998578e+00, 5.00000e-01, 4.74024e-09
3,6.018628e+00, 5.20000e-01, 4.96292e-09
3,6.038678e+00, 5.40000e-01, 5.38254e-09
3,6.058718e+00, 5.60000e-01, 5.66852e-09
3,6.078768e+00, 5.80000e-01, 6.18386e-09
3,6.098818e+00, 6.00000e-01, 6.60467e-09
3,6.118868e+00, 6.20000e-01, 7.06327e-09
3,6.138918e+00, 6.40000e-01, 7.43997e-09
3,6.158968e+00, 6.60000e-01, 7.75886e-09
3,6.179008e+00, 6.80000e-01, 8.55291e-09
3,6.199058e+00, 7.00000e-01, 9.14931e-09
3,6.219108e+00, 7.20000e-01, 9.42063e-09
3,6.239158e+00, 7.40000e-01, 1.03904e-08
3,6.259208e+00, 7.60000e-01, 1.13561e-08
3,6.279258e+00, 7.80000e-01, 1.21871e-08
3,6.299308e+00, 8.00000e-01, 1.29420e-08
3,6.319348e+00, 8.20000e-01, 1.38410e-08
3,6.339398e+00, 8.40000e-01, 1.52622e-08
3,6.359448e+00, 8.60000e-01, 1.68993e-08
3,6.379498e+00, 8.80000e-01, 1.76736e-08
3,6.399548e+00, 9.00000e-01, 1.92893e-08
3,6.419598e+00, 9.20000e-01, 2.06238e-08
3,6.439638e+00, 9.40000e-01, 2.16074e-08
3,6.459688e+00, 9.60000e-01, 2.32183e-08
3,6.479738e+00, 9.80000e-01, 2.54682e-08
3,6.499788e+00, 1.00000e+00, 2.80759e-08
4,6.688900e+00, -1.06000e+00, -2.36893e-08
4,6.708949e+00, -1.04000e+00, -2.08730e-08
4,6.728997e+00, -1.02000e+00, -2.00238e-08
4,6.749046e+00, -1.00000e+00, -1.88761e-08
4,6.769095e+00, -9.80000e-01, -1.81310e-08
4,6.789144e+00, -9.60000e-01, -1.72194e-08
4,6.809192e+00, -9.40000e-01, -1.69152e-08
4,6.829240e+00, -9.20000e-01, -1.62797e-08
4,6.849289e+00, -9.00000e-01, -1.47805e-08
4,6.869337e+00, -8.80000e-01, -1.43226e-08
4,6.889385e+00, -8.60000e-01, -1.31956e-08
4,6.909434e+00, -8.40000e-01, -1.24813e-08
4,6.929482e+00, -8.20000e-01, -1.19784e-08
4,6.949530e+00, -8.00000e-01, -1.20176e-08
4,6.969579e+00, -7.80000e-01, -1.09739e-08
4,6.989627e+00, -7.60000e-01, -1.03899e-08
4,7.009675e+00, -7.40000e-01, -9.55725e-09
4,7.029724e+00, -7.20000e-01, -9.09686e-09
4,7.049777e+00, -7.00000e-01, -8.68297e-09
4,7.069825e+00, -6.80000e-01, -7.77781e-09
4,7.089873e+00, -6.60000e-01, -7.11548e-09
4,7.109922e+00, -6.40000e-01, -6.62792e-09
4,7.129970e+00, -6.20000e-01, -6.28841e-09
4,7.150019e+00, -6.00000e-01, -5.88989e-09
4,7.170068e+00, -5.80000e-01, -5.41055e-09
4,7.190116e+00, -5.60000e-01, -4.87852e-09
4,7.210164e+00, -5.40000e-01, -4.76897e-09
4,7.230213e+00, -5.20000e-01, -4.62186e-09
4,7.250262e+00, -5.00000e-01, -4.17030e-09
4,7.270310e+00, -4.80000e-01, -3.82650e-09
4,7.290358e+00, -4.60000e-01, -3.56817e-09
4,7.310407e+00, -4.40000e-01, -3.39580e-09
4,7.330455e+00, -4.20000e-01, -3.22437e-09
4,7.350504e+00, -4.00000e-01, -2.60067e-09
4,7.370552e+00, -3.80000e-01, -2.71058e-09
4,7.390600e+00, -3.60000e-01, -2.56336e-09
4,7.410653e+00, -3.40000e-01, -2.36428e-09
4,7.430702e+00, -3.20000e-01, -2.15900e-09
4,7.450750e+00, -3.00000e-01, -1.84560e-09
4,7.470799e+00, -2.80000e-01, -1.62971e-09
4,7.490847e+00, -2.60000e-01, -1.41859e-09
4,7.510896e+00, -2.40000e-01, -1.27065e-09
4,7.530944e+00, -2.20000e-01, -1.14334e-09
4,7.551501e+00, -2.00000e-01, -1.06812e-09
4,7.571549e+00, -1.80000e-01, -9.32932e-10
4,7.591598e+00, -1.60000e-01, -8.26597e-10
4,7.611647e+00, -1.40000e-01, -7.31468e-10
4,7.631696e+00, -1.20000e-01, -6.44803e-10
4,7.651744e+00, -1.00000e-01, -5.26905e-10
4,7.671793e+00, -8.00000e-02, -4.22001e-10
4,7.691840e+00, -6.00000e-02, -3.29494e-10
4,7.711890e+00, -4.00000e-02, -2.26498e-10
4,7.731940e+00, -2.00000e-02, -1.35422e-10
4,7.752090e+00, 0.00000e+00, -6.78301e-11
4,7.772140e+00, 2.00000e-02, 5.24521e-11
4,7.792190e+00, 4.00000e-02, 1.51992e-10
4,7.812240e+00, 6.00000e-02, 2.55942e-10
4,7.832290e+00, 8.00000e-02, 3.56674e-10
4,7.852340e+00, 1.00000e-01, 4.55618e-10
4,7.872390e+00, 1.20000e-01, 5.58972e-10
4,7.892440e+00, 1.40000e-01, 6.65903e-10
4,7.912480e+00, 1.60000e-01, 7.89762e-10
4,7.932530e+00, 1.80000e-01, 9.16004e-10
4,7.952580e+00, 2.00000e-01, 1.05059e-09
4,7.973140e+00, 2.20000e-01, 1.17660e-09
4,7.993180e+00, 2.40000e-01, 1.33133e-09
4,8.013230e+00, 2.60000e-01, 1.47402e-09
4,8.033280e+00, 2.80000e-01, 1.65057e-09
4,8.053330e+00, 3.00000e-01, 1.92165e-09
4,8.073380e+00, 3.20000e-01, 2.09820e-09
4,8.093430e+00, 3.40000e-01, 2.34246e-09
4,8.113470e+00, 3.60000e-01, 2.58005e-09
4,8.133520e+00, 3.80000e-01, 2.78902e-09
4,8.153570e+00, 4.00000e-01, 3.04162e-09
4,8.173620e+00, 4.20000e-01, 3.29447e-09
4,8.193670e+00, 4.40000e-01, 3.58868e-09
4,8.213720e+00, 4.60000e-01, 3.98135e-09
4,8.233760e+00, 4.80000e-01, 4.37081e-09
4,8.253810e+00, 5.00000e-01, 4.58038e-09
4,8.273860e+00, 5.20000e-01, 5.14162e-09
4,8.293910e+00, 5.40000e-01, 5.49054e-09
4,8.313960e+00, 5.60000e-01, 5.92720e-09
4,8.334010e+00, 5.80000e-01, 6.19340e-09
4,8.354050e+00, 6.00000e-01, 6.52146e-09
4,8.374100e+00, 6.20000e-01, 6.88124e-09
4,8.394150e+00, 6.40000e-01, 7.27022e-09
4,8.414200e+00, 6.60000e-01, 8.00407e-09
4,8.434250e+00, 6.80000e-01, 8.12399e-09
4,8.454300e+00, 7.00000e-01, 9.52363e-09
4,8.474350e+00, 7.20000e-01, 9.87363e-09
4,8.494390e+00, 7.40000e-01, 1.01930e-08
4,8.514440e+00, 7.60000e-01, 1.13597e-08
4,8.534490e+00, 7.80000e-01, 1.20325e-08
4,8.554540e+00, 8.00000e-01, 1.34646e-08
4,8.574590e+00, 8.20000e-01, 1.41277e-08
4,8.594640e+00, 8.40000e-01, 1.50328e-08
4,8.614680e+00, 8.60000e-01, 1.61715e-08
4,8.634730e+00, 8.80000e-01, 1.84770e-08
4,8.654780e+00, 9.00000e-01, 1.96506e-08
4,8.674830e+00, 9.20000e-01, 2.04927e-08
4,8.694880e+00, 9.40000e-01, 2.12847e-08
4,8.714930e+00, 9.60000e-01, 2.23536e-08
4,8.734970e+00, 9.80000e-01, 2.39251e-08
4,8.755020e+00, 1.00000e+00, 2.63648e-08
5,8.944466e+00, -1.06000e+00, -2.46755e-08
5,8.964514e+00, -1.04000e+00, -2.19574e-08
5,8.984563e+00, -1.02000e+00, -2.11123e-08
5,9.004612e+00, -1.00000e+00, -1.92316e-08
5,9.024660e+00, -9.80000e-01, -1.97910e-08
5,9.044709e+00, -9.60000e-01, -1.84877e-08
5,9.064758e+00, -9.40000e-01, -1.74472e-08
5,9.084806e+00, -9.20000e-01, -1.63002e-08
5,9.104854e+00, -9.00000e-01, -1.50015e-08
5,9.124902e+00, -8.80000e-01, -1.46328e-08
5,9.144951e+00, -8.60000e-01, -1.40651e-08
5,9.164999e+00, -8.40000e-01, -1.34720e-08
5,9.185047e+00, -8.20000e-01, -1.24685e-08
5,9.205095e+00, -8.00000e-01, -1.18122e-08
5,9.225144e+00, -7.80000e-01, -1.10798e-08
5,9.245192e+00, -7.60000e-01, -1.05380e-08
5,9.265241e+00, -7.40000e-01, -1.01268e-08
5,9.285289e+00, -7.20000e-01, -9.29463e-09
5,9.305342e+00, -7.00000e-01, -9.16445e-09
5,9.325390e+00, -6.80000e-01, -8.45444e-09
5,9.345438e+00, -6.60000e-01, -7.64179e-09
5,9.365487e+00, -6.40000e-01, -7.33078e-09
5,9.385535e+00, -6.20000e-01, -7.53999e-09
5,9.405584e+00, -6.00000e-01, -6.92678e-09
5,9.425632e+00, -5.80000e-01, -6.69193e-09
5,9.445681e+00, -5.60000e-01, -6.15811e-09
5,9.465729e+00, -5.40000e-01, -6.01244e-09
5,9.485778e+00, -5.20000e-01, -5.60021e-09
5,9.505827e+00, -5.00000e-01, -5.22506e-09
5,9.525875e+00, -4.80000e-01, -4.91595e-09
5,9.545923e+00, -4.60000e-01, -4.83453e-09
5,9.565971e+00, -4.40000e-01, -4.53460e-09
5,9.586019e+00, -4.20000e-01, -4.09174e-09
5,9.606068e+00, -4.00000e-01, -3.70443e-09
5,9.626116e+00, -3.80000e-01, -3.42155e-09
5,9.646164e+00, -3.60000e-01, -3.14617e-09
5,9.666217e+00, -3.40000e-01, -2.95305e-09
5,9.686265e+00, -3.20000e-01, -2.79200e-09
5,9.706313e+00, -3.00000e-01, -2.48873e-09
5,9.726362e+00, -2.80000e-01, -2.00284e-09
5,9.746409e+00, -2.60000e-01, -1.82748e-09
5,9.766458e+00, -2.40000e-01, -1.62447e-09
5,9.786506e+00, -2.20000e-01, -1.46079e-09
5,9.807062e+00, -2.00000e-01, -1.42872e-09
5,9.827111e+00, -1.80000e-01, -1.18542e-09
5,9.847159e+00, -1.60000e-01, -1.16789e-09
5,9.867208e+00, -1.40000e-01, -1.01972e-09
5,9.887256e+00, -1.20000e-01, -9.11951e-10
5,9.907305e+00, -1.00000e-01, -6.81043e-10
5,9.927353e+00, -8.00000e-02, -5.31793e-10
5,9.947406e+00, -6.00000e-02, -4.05788e-10
5,9.967446e+00, -4.00000e-02, -2.97785e-10
5,9.987496e+00, -2.00000e-02, -1.75238e-10
5,1.000766e+01, 0.00000e+00, -7.17640e-11
5,1.002771e+01, 2.00000e-02, 8.30889e-11
5,1.004776e+01, 4.00000e-02, 2.15173e-10
5,1.006780e+01, 6.00000e-02, 3.37601e-10
5,1.008785e+01, 8.00000e-02, 4.40240e-10
5,1.010790e+01, 1.00000e-01, 5.83649e-10
5,1.012795e+01, 1.20000e-01, 7.61390e-10
5,1.014800e+01, 1.40000e-01, 8.99196e-10
5,1.016805e+01, 1.60000e-01, 1.03807e-09
5,1.018809e+01, 1.80000e-01, 1.33061e-09
5,1.020814e+01, 2.00000e-01, 1.33538e-09
5,1.022870e+01, 2.20000e-01, 1.43743e-09
5,1.024875e+01, 2.40000e-01, 1.70076e-09
5,1.026879e+01, 2.60000e-01, 1.99056e-09
5,1.028884e+01, 2.80000e-01, 2.09963e-09
5,1.030889e+01, 3.00000e-01, 2.30300e-09
5,1.032894e+01, 3.20000e-01, 2.48861e-09
5,1.034899e+01, 3.40000e-01, 2.71153e-09
5,1.036904e+01, 3.60000e-01, 2.94602e-09
5,1.038909e+01, 3.80000e-01, 3.15082e-09
5,1.040913e+01, 4.00000e-01, 3.59833e-09
5,1.042918e+01, 4.20000e-01, 3.85034e-09
5,1.044923e+01, 4.40000e-01, 4.00555e-09
5,1.046928e+01, 4.60000e-01, 4.36926e-09
5,1.048933e+01, 4.80000e-01, 4.64451e-09
5,1.050938e+01, 5.00000e-01, 5.01537e-09
5,1.052942e+01, 5.20000e-01, 5.46098e-09
