START TIME:2022-08-22 22:41:03
REPEAT,TIME(sec),VOLTAGE(V),CURRENT(A)
2,3.978275e+00, 7.40000e-01, 6.07574e-09
2,3.998325e+00, 7.60000e-01, 6.72758e-09
2,4.018375e+00, 7.80000e-01, 7.16448e-09
2,4.038415e+00, 8.00000e-01, 7.72798e-09
2,4.058465e+00, 8.20000e-01, 8.19373e-09
2,4.078515e+00, 8.40000e-01, 8.71909e-09
2,4.098565e+00, 8.60000e-01, 9.33719e-09
2,4.118615e+00, 8.80000e-01, 1.00262e-08
2,4.138665e+00, 9.00000e-01, 1.06275e-08
2,4.158705e+00, 9.20000e-01, 1.08776e-08
2,4.178755e+00, 9.40000e-01, 1.16638e-08
2,4.198805e+00, 9.60000e-01, 1.23446e-08
2,4.218855e+00, 9.80000e-01, 1.29912e-08
2,4.238905e+00, 1.00000e+00, 1.38931e-08
3,4.448477e+00, -1.04000e+00, -9.67002e-09
3,4.468525e+00, -1.02000e+00, -8.09276e-09
3,4.488574e+00, -1.00000e+00, -7.71868e-09
3,4.508622e+00, -9.80000e-01, -7.37488e-09
3,4.528671e+00, -9.60000e-01, -6.91056e-09
3,4.548719e+00, -9.40000e-01, -6.35254e-09
3,4.568768e+00, -9.20000e-01, -5.99110e-09
3,4.588816e+00, -9.00000e-01, -5.63109e-09
3,4.608864e+00, -8.80000e-01, -5.37336e-09
3,4.628913e+00, -8.60000e-01, -5.15258e-09
3,4.648961e+00, -8.40000e-01, -4.90546e-09
3,4.669010e+00, -8.20000e-01, -4.72069e-09
3,4.689058e+00, -8.00000e-01, -4.53019e-09
3,4.709107e+00, -7.80000e-01, -4.38619e-09
3,4.729155e+00, -7.60000e-01, -4.14181e-09
3,4.749203e+00, -7.40000e-01, -3.93379e-09
3,4.769251e+00, -7.20000e-01, -3.79276e-09
3,4.789299e+00, -7.00000e-01, -3.62241e-09
3,4.809352e+00, -6.80000e-01, -3.48365e-09
3,4.829400e+00, -6.60000e-01, -3.35085e-09
3,4.849448e+00, -6.40000e-01, -3.16072e-09
3,4.869497e+00, -6.20000e-01, -3.02362e-09
3,4.889545e+00, -6.00000e-01, -2.86710e-09
3,4.909594e+00, -5.80000e-01, -2.71797e-09
3,4.929642e+00, -5.60000e-01, -2.59793e-09
3,4.949690e+00, -5.40000e-01, -2.45905e-09
3,4.969739e+00, -5.20000e-01, -2.34461e-09
3,4.989787e+00, -5.00000e-01, -2.21550e-09
3,5.009835e+00, -4.80000e-01, -2.09939e-09
3,5.029884e+00, -4.60000e-01, -1.98531e-09
3,5.049932e+00, -4.40000e-01, -1.87314e-09
3,5.069981e+00, -4.20000e-01, -1.75691e-09
3,5.090029e+00, -4.00000e-01, -1.65021e-09
3,5.110078e+00, -3.80000e-01, -1.55330e-09
3,5.130126e+00, -3.60000e-01, -1.45030e-09
3,5.150175e+00, -3.40000e-01, -1.35350e-09
3,5.170228e+00, -3.20000e-01, -1.26851e-09
3,5.190276e+00, -3.00000e-01, -1.18029e-09
3,5.210324e+00, -2.80000e-01, -1.09172e-09
3,5.230373e+00, -2.60000e-01, -1.00553e-09
3,5.250421e+00, -2.40000e-01, -9.18388e-10
3,5.270470e+00, -2.20000e-01, -8.46148e-10
3,5.291026e+00, -2.00000e-01, -7.83920e-10
3,5.311074e+00, -1.80000e-01, -6.79493e-10
3,5.331122e+00, -1.60000e-01, -6.01768e-10
3,5.351170e+00, -1.40000e-01, -5.26309e-10
3,5.371219e+00, -1.20000e-01, -4.57883e-10
3,5.391267e+00, -1.00000e-01, -3.87907e-10
3,5.411316e+00, -8.00000e-02, -3.18408e-10
3,5.431364e+00, -6.00000e-02, -2.55942e-10
3,5.451407e+00, -4.00000e-02, -1.86324e-10
3,5.471457e+00, -2.00000e-02, -1.17421e-10
3,5.491617e+00, 0.00000e+00, -6.96182e-11
3,5.511667e+00, 2.00000e-02, 3.20673e-11
3,5.531717e+00, 4.00000e-02, 1.12057e-10
3,5.551767e+00, 6.00000e-02, 1.97649e-10
3,5.571807e+00, 8.00000e-02, 2.75850e-10
3,5.591857e+00, 1.00000e-01, 3.53456e-10
3,5.611907e+00, 1.20000e-01, 4.35710e-10
3,5.631957e+00, 1.40000e-01, 5.19037e-10
3,5.652007e+00, 1.60000e-01, 6.17027e-10
3,5.672057e+00, 1.80000e-01, 7.18236e-10
3,5.692097e+00, 2.00000e-01, 8.06570e-10
3,5.712657e+00, 2.20000e-01, 9.03130e-10
3,5.732707e+00, 2.40000e-01, 1.00124e-09
3,5.752757e+00, 2.60000e-01, 1.10662e-09
3,5.772797e+00, 2.80000e-01, 1.21415e-09
3,5.792847e+00, 3.00000e-01, 1.34659e-09
3,5.812897e+00, 3.20000e-01, 1.44541e-09
3,5.832947e+00, 3.40000e-01, 1.58429e-09
3,5.852997e+00, 3.60000e-01, 1.74248e-09
3,5.873047e+00, 3.80000e-01, 1.87111e-09
3,5.893097e+00, 4.00000e-01, 2.03633e-09
3,5.913137e+00, 4.20000e-01, 2.17962e-09
3,5.933187e+00, 4.40000e-01, 2.31957e-09
3,5.953237e+00, 4.60000e-01, 2.50149e-09
3,5.973287e+00, 4.80000e-01, 2.69234e-09
3,5.993337e+00, 5.00000e-01, 2.89083e-09
3,6.013377e+00, 5.20000e-01, 3.06499e-09
3,6.033427e+00, 5.40000e-01, 3.32570e-09
3,6.053477e+00, 5.60000e-01, 3.60060e-09
3,6.073527e+00, 5.80000e-01, 3.85547e-09
3,6.093577e+00, 6.00000e-01, 4.12333e-09
3,6.113627e+00, 6.20000e-01, 4.43685e-09
3,6.133677e+00, 6.40000e-01, 4.70746e-09
3,6.153717e+00, 6.60000e-01, 5.01275e-09
3,6.173767e+00, 6.80000e-01, 5.32377e-09
3,6.193817e+00, 7.00000e-01, 5.68879e-09
3,6.213867e+00, 7.20000e-01, 6.02317e-09
3,6.233917e+00, 7.40000e-01, 6.43158e-09
3,6.253967e+00, 7.60000e-01, 6.85394e-09
3,6.274007e+00, 7.80000e-01, 7.36785e-09
3,6.294057e+00, 8.00000e-01, 7.77531e-09
3,6.314107e+00, 8.20000e-01, 8.13520e-09
3,6.334157e+00, 8.40000e-01, 8.78012e-09
3,6.354207e+00, 8.60000e-01, 8.81767e-09
3,6.374257e+00, 8.80000e-01, 9.30047e-09
3,6.394297e+00, 9.00000e-01, 9.99379e-09
3,6.414347e+00, 9.20000e-01, 1.05395e-08
3,6.434397e+00, 9.40000e-01, 1.13429e-08
3,6.454447e+00, 9.60000e-01, 1.20975e-08
3,6.474497e+00, 9.80000e-01, 1.30895e-08
3,6.494547e+00, 1.00000e+00, 1.41970e-08
4,6.703897e+00, -1.04000e+00, -1.04945e-08
4,6.723946e+00, -1.02000e+00, -8.50975e-09
4,6.743995e+00, -1.00000e+00, -8.00514e-09
4,6.764043e+00, -9.80000e-01, -7.51126e-09
4,6.784091e+00, -9.60000e-01, -7.46512e-09
4,6.804140e+00, -9.40000e-01, -6.82020e-09
4,6.824188e+00, -9.20000e-01, -6.19018e-09
4,6.844237e+00, -9.00000e-01, -6.21831e-09
4,6.864285e+00, -8.80000e-01, -5.81682e-09
4,6.884333e+00, -8.60000e-01, -5.55599e-09
4,6.904381e+00, -8.40000e-01, -5.37217e-09
4,6.924430e+00, -8.20000e-01, -4.92764e-09
4,6.944478e+00, -8.00000e-01, -4.91464e-09
4,6.964527e+00, -7.80000e-01, -4.77004e-09
4,6.984575e+00, -7.60000e-01, -4.56750e-09
4,7.004623e+00, -7.40000e-01, -4.36664e-09
4,7.024671e+00, -7.20000e-01, -4.19605e-09
4,7.044720e+00, -7.00000e-01, -4.01080e-09
4,7.064772e+00, -6.80000e-01, -3.83234e-09
4,7.084820e+00, -6.60000e-01, -3.63350e-09
4,7.104869e+00, -6.40000e-01, -3.51489e-09
4,7.124918e+00, -6.20000e-01, -3.28815e-09
4,7.144966e+00, -6.00000e-01, -3.09718e-09
4,7.165014e+00, -5.80000e-01, -2.94721e-09
4,7.185063e+00, -5.60000e-01, -2.80857e-09
4,7.205111e+00, -5.40000e-01, -2.65789e-09
4,7.225159e+00, -5.20000e-01, -2.55799e-09
4,7.245208e+00, -5.00000e-01, -2.42662e-09
4,7.265256e+00, -4.80000e-01, -2.26223e-09
4,7.285304e+00, -4.60000e-01, -2.14958e-09
4,7.305353e+00, -4.40000e-01, -2.03633e-09
4,7.325401e+00, -4.20000e-01, -1.92845e-09
4,7.345450e+00, -4.00000e-01, -1.83046e-09
4,7.365499e+00, -3.80000e-01, -1.71399e-09
4,7.385547e+00, -3.60000e-01, -1.60718e-09
4,7.405595e+00, -3.40000e-01, -1.50108e-09
4,7.425648e+00, -3.20000e-01, -1.39284e-09
4,7.445696e+00, -3.00000e-01, -1.28984e-09
4,7.465745e+00, -2.80000e-01, -1.20032e-09
4,7.485793e+00, -2.60000e-01, -1.10507e-09
4,7.505842e+00, -2.40000e-01, -1.00946e-09
4,7.525890e+00, -2.20000e-01, -9.14097e-10
4,7.546446e+00, -2.00000e-01, -8.53062e-10
4,7.566493e+00, -1.80000e-01, -7.40170e-10
4,7.586542e+00, -1.60000e-01, -6.59108e-10
4,7.606590e+00, -1.40000e-01, -5.84841e-10
4,7.626639e+00, -1.20000e-01, -5.04732e-10
4,7.646688e+00, -1.00000e-01, -4.23312e-10
4,7.666737e+00, -8.00000e-02, -3.43204e-10
4,7.686785e+00, -6.00000e-02, -2.65718e-10
4,7.706837e+00, -4.00000e-02, -1.89543e-10
4,7.726887e+00, -2.00000e-02, -1.17540e-10
4,7.747037e+00, 0.00000e+00, -6.65188e-11
4,7.767087e+00, 2.00000e-02, 3.77893e-11
4,7.787137e+00, 4.00000e-02, 1.15156e-10
4,7.807187e+00, 6.00000e-02, 1.95146e-10
4,7.827237e+00, 8.00000e-02, 2.77638e-10
4,7.847277e+00, 1.00000e-01, 3.66926e-10
4,7.867327e+00, 1.20000e-01, 4.42028e-10
4,7.887377e+00, 1.40000e-01, 5.32746e-10
4,7.907427e+00, 1.60000e-01, 6.22869e-10
4,7.927477e+00, 1.80000e-01, 7.16686e-10
4,7.947527e+00, 2.00000e-01, 8.15153e-10
4,7.968077e+00, 2.20000e-01, 9.15050e-10
4,7.988127e+00, 2.40000e-01, 1.02592e-09
4,8.008177e+00, 2.60000e-01, 1.14357e-09
4,8.028217e+00, 2.80000e-01, 1.24788e-09
4,8.048267e+00, 3.00000e-01, 1.37639e-09
4,8.068317e+00, 3.20000e-01, 1.47653e-09
4,8.088367e+00, 3.40000e-01, 1.60432e-09
4,8.108417e+00, 3.60000e-01, 1.76573e-09
4,8.128467e+00, 3.80000e-01, 1.90449e-09
4,8.148517e+00, 4.00000e-01, 2.05088e-09
4,8.168557e+00, 4.20000e-01, 2.21515e-09
4,8.188607e+00, 4.40000e-01, 2.36475e-09
4,8.208657e+00, 4.60000e-01, 2.54965e-09
4,8.228707e+00, 4.80000e-01, 2.73049e-09
4,8.248757e+00, 5.00000e-01, 2.96462e-09
4,8.268807e+00, 5.20000e-01, 3.24404e-09
4,8.288847e+00, 5.40000e-01, 3.42560e-09
4,8.308897e+00, 5.60000e-01, 3.59988e-09
4,8.328947e+00, 5.80000e-01, 3.87418e-09
4,8.348997e+00, 6.00000e-01, 4.18210e-09
4,8.369047e+00, 6.20000e-01, 4.45509e-09
4,8.389097e+00, 6.40000e-01, 4.74334e-09
4,8.409137e+00, 6.60000e-01, 5.02217e-09
4,8.429187e+00, 6.80000e-01, 5.38039e-09
4,8.449237e+00, 7.00000e-01, 5.71442e-09
4,8.469287e+00, 7.20000e-01, 6.09279e-09
4,8.489337e+00, 7.40000e-01, 6.51848e-09
4,8.509387e+00, 7.60000e-01, 6.92678e-09
4,8.529427e+00, 7.80000e-01, 7.37238e-09
4,8.549477e+00, 8.00000e-01, 7.75421e-09
4,8.569527e+00, 8.20000e-01, 8.41188e-09
4,8.589577e+00, 8.40000e-01, 8.93903e-09
4,8.609627e+00, 8.60000e-01, 9.58455e-09
4,8.629677e+00, 8.80000e-01, 1.01966e-08
4,8.649717e+00, 9.00000e-01, 1.09437e-08
4,8.669767e+00, 9.20000e-01, 1.17601e-08
4,8.689817e+00, 9.40000e-01, 1.25318e-08
4,8.709867e+00, 9.60000e-01, 1.35154e-08
4,8.729917e+00, 9.80000e-01, 1.44392e-08
4,8.749967e+00, 1.00000e+00, 1.56807e-08
5,8.959614e+00, -1.04000e+00, -1.12193e-08
5,8.979662e+00, -1.02000e+00, -8.74066e-09
5,8.999711e+00, -1.00000e+00, -8.34346e-09
5,9.019759e+00, -9.80000e-01, -7.68816e-09
5,9.039807e+00, -9.60000e-01, -7.27284e-09
5,9.059856e+00, -9.40000e-01, -6.97470e-09
5,9.079905e+00, -9.20000e-01, -6.63328e-09
5,9.099953e+00, -9.00000e-01, -6.32417e-09
5,9.120001e+00, -8.80000e-01, -6.04916e-09
5,9.140049e+00, -8.60000e-01, -5.73087e-09
5,9.160098e+00, -8.40000e-01, -5.43118e-09
5,9.180146e+00, -8.20000e-01, -5.19085e-09
5,9.200194e+00, -8.00000e-01, -4.98557e-09
5,9.220242e+00, -7.80000e-01, -4.74858e-09
5,9.240291e+00, -7.60000e-01, -4.55558e-09
5,9.260340e+00, -7.40000e-01, -4.31824e-09
5,9.280388e+00, -7.20000e-01, -4.13322e-09
5,9.300437e+00, -7.00000e-01, -4.03738e-09
5,9.320490e+00, -6.80000e-01, -3.85201e-09
5,9.340538e+00, -6.60000e-01, -3.63183e-09
5,9.360586e+00, -6.40000e-01, -3.48926e-09
5,9.380635e+00, -6.20000e-01, -3.30484e-09
5,9.400683e+00, -6.00000e-01, -3.16310e-09
5,9.420732e+00, -5.80000e-01, -3.02422e-09
5,9.440780e+00, -5.60000e-01, -2.87759e-09
5,9.460828e+00, -5.40000e-01, -2.72417e-09
5,9.480877e+00, -5.20000e-01, -2.58374e-09
5,9.500925e+00, -5.00000e-01, -2.44379e-09
5,9.520974e+00, -4.80000e-01, -2.31075e-09
5,9.541022e+00, -4.60000e-01, -2.17617e-09
5,9.561071e+00, -4.40000e-01, -2.06208e-09
5,9.581119e+00, -4.20000e-01, -1.96314e-09
5,9.601167e+00, -4.00000e-01, -1.82903e-09
5,9.621215e+00, -3.80000e-01, -1.70124e-09
5,9.641263e+00, -3.60000e-01, -1.59407e-09
5,9.661312e+00, -3.40000e-01, -1.49024e-09
5,9.681365e+00, -3.20000e-01, -1.38307e-09
5,9.701413e+00, -3.00000e-01, -1.29044e-09
5,9.721462e+00, -2.80000e-01, -1.18744e-09
5,9.741511e+00, -2.60000e-01, -1.07646e-09
5,9.761559e+00, -2.40000e-01, -1.01960e-09
5,9.781608e+00, -2.20000e-01, -9.21130e-10
5,9.802163e+00, -2.00000e-01, -8.61168e-10
5,9.822212e+00, -1.80000e-01, -7.52807e-10
5,9.842261e+00, -1.60000e-01, -6.68287e-10
5,9.862309e+00, -1.40000e-01, -5.90801e-10
5,9.882358e+00, -1.20000e-01, -5.01633e-10
5,9.902406e+00, -1.00000e-01, -4.25339e-10
5,9.922455e+00, -8.00000e-02, -3.49760e-10
5,9.942503e+00, -6.00000e-02, -2.70128e-10
5,9.962554e+00, -4.00000e-02, -2.00510e-10
5,9.982604e+00, -2.00000e-02, -1.25527e-10
5,1.000275e+01, 0.00000e+00, -7.15256e-11
5,1.002280e+01, 2.00000e-02, 3.15905e-11
5,1.004285e+01, 4.00000e-02, 1.10984e-10
5,1.006290e+01, 6.00000e-02, 1.91212e-10
5,1.008295e+01, 8.00000e-02, 2.73585e-10
5,1.010299e+01, 1.00000e-01, 3.55840e-10
5,1.012304e+01, 1.20000e-01, 4.35829e-10
5,1.014309e+01, 1.40000e-01, 5.23806e-10
5,1.016314e+01, 1.60000e-01, 6.12378e-10
5,1.018319e+01, 1.80000e-01, 7.19309e-10
5,1.020324e+01, 2.00000e-01, 8.12769e-10
5,1.022379e+01, 2.20000e-01, 9.18627e-10
5,1.024384e+01, 2.40000e-01, 1.01936e-09
5,1.026389e+01, 2.60000e-01, 1.12832e-09
5,1.028394e+01, 2.80000e-01, 1.24705e-09
5,1.030398e+01, 3.00000e-01, 1.35314e-09
5,1.032403e+01, 3.20000e-01, 1.48880e-09
5,1.034408e+01, 3.40000e-01, 1.62137e-09
5,1.036413e+01, 3.60000e-01, 1.75309e-09
5,1.038418e+01, 3.80000e-01, 1.87600e-09
5,1.040423e+01, 4.00000e-01, 2.03097e-09
5,1.042428e+01, 4.20000e-01, 2.19309e-09
5,1.044432e+01, 4.40000e-01, 2.34652e-09
5,1.046437e+01, 4.60000e-01, 2.46525e-09
5,1.048442e+01, 4.80000e-01, 2.60592e-09
5,1.050447e+01, 5.00000e-01, 2.85339e-09
5,1.052452e+01, 5.20000e-01, 3.06201e-09
5,1.054457e+01, 5.40000e-01, 3.31116e-09
5,1.056461e+01, 5.60000e-01, 3.50416e-09
5,1.058466e+01, 5.80000e-01, 3.77655e-09
5,1.060471e+01, 6.00000e-01, 3.98946e-09
5,1.062476e+01, 6.20000e-01, 4.25673e-09
